"","Site","Species","year","n","Latitude","Longitude","Subregion"
"729","AA1458","CNAT","2024",4,24.550689,-81.586033,"Lower Keys"
"730","AA1458","CNAT","2024",4,24.550689,-81.586033,"Lower Keys"
"731","AA1458","DLAB","2024",1,24.550689,-81.586033,"Lower Keys"
"732","AA1458","DLAB","2024",1,24.550689,-81.586033,"Lower Keys"
"733","AA1458","DLAB","2024",1,24.550689,-81.586033,"Lower Keys"
"734","AA1458","DLAB","2024",1,24.550689,-81.586033,"Lower Keys"
"735","AA1458","DLAB","2024",1,24.550689,-81.586033,"Lower Keys"
"736","AA1464","DLAB","2024",1,24.544908,-81.410618,"Lower Keys"
"737","AA1464","DLAB","2024",1,24.544908,-81.410618,"Lower Keys"
"738","AA1464","PSTR","2024",1,24.544908,-81.410618,"Lower Keys"
"739","AA1464","PSTR","2024",1,24.544908,-81.410618,"Lower Keys"
"740","AA1465","DLAB","2024",1,24.544869,-81.575882,"Lower Keys"
"741","AA1465","DLAB","2024",1,24.544869,-81.575882,"Lower Keys"
"742","AA1465","CNAT","2024",1,24.544869,-81.575882,"Lower Keys"
"743","AA1465","CNAT","2024",1,24.544869,-81.575882,"Lower Keys"
"744","AA1466","PSTR","2024",1,24.544641,-81.406969,"Lower Keys"
"745","AA1467","CNAT","2024",1,24.538553,-81.574372,"Lower Keys"
"746","AA1468","CNAT","2024",1,24.53526,-81.607925,"Lower Keys"
"747","AA1468","CNAT","2024",1,24.53526,-81.607925,"Lower Keys"
"748","AA1468","CNAT","2024",1,24.53526,-81.607925,"Lower Keys"
"749","AA1468","CNAT","2024",1,24.53526,-81.607925,"Lower Keys"
"750","AA1468","PSTR","2024",3,24.53526,-81.607925,"Lower Keys"
"751","AA1468","PSTR","2024",3,24.53526,-81.607925,"Lower Keys"
"752","AA1468","PSTR","2024",3,24.53526,-81.607925,"Lower Keys"
"753","AA1468","PSTR","2024",3,24.53526,-81.607925,"Lower Keys"
"754","AA1473","DLAB","2024",1,24.525652,-81.690558,"Lower Keys"
"755","AA1474","PSTR","2024",1,24.524373,-81.634946,"Lower Keys"
"756","AA1474","PSTR","2024",1,24.524373,-81.634946,"Lower Keys"
"757","AA1474","CNAT","2024",1,24.524373,-81.634946,"Lower Keys"
"758","AA1474","CNAT","2024",1,24.524373,-81.634946,"Lower Keys"
"759","AA1478","DLAB","2024",1,24.522402,-81.649028,"Lower Keys"
"760","AA1480","DLAB","2024",1,24.522241,-81.658951,"Lower Keys"
"761","AA1480","DLAB","2024",1,24.522241,-81.658951,"Lower Keys"
"762","AA1480","PSTR","2024",1,24.522241,-81.658951,"Lower Keys"
"763","AA1480","PSTR","2024",1,24.522241,-81.658951,"Lower Keys"
"764","AA1484","PSTR","2024",1,24.516137,-81.924727,"Lower Keys"
"765","AA1486","CNAT","2024",1,24.514009,-81.925225,"Lower Keys"
"766","AA1487","CNAT","2024",2,24.506506,-81.714636,"Lower Keys"
"767","AA1487","CNAT","2024",2,24.506506,-81.714636,"Lower Keys"
"768","AA1488","PSTR","2024",1,24.504974,-81.727735,"Lower Keys"
"769","AA1489","PSTR","2024",2,24.504134,-81.599879,"Lower Keys"
"770","AA1489","PSTR","2024",2,24.504134,-81.599879,"Lower Keys"
"771","AA1491","DLAB","2024",1,24.49736,-81.752273,"Lower Keys"
"772","AA1492","PSTR","2024",1,24.493565,-81.714345,"Lower Keys"
"773","AA1493","PSTR","2024",1,24.490328,-81.661989,"Lower Keys"
"774","AA1494","CNAT","2024",2,24.488218,-81.729057,"Lower Keys"
"775","AA1494","CNAT","2024",2,24.488218,-81.729057,"Lower Keys"
"776","AA1497","PSTR","2024",1,24.483378,-81.700933,"Lower Keys"
"777","AA1498","CNAT","2024",3,24.483256,-81.927134,"Lower Keys"
"778","AA1498","CNAT","2024",3,24.483256,-81.927134,"Lower Keys"
"779","AA1498","CNAT","2024",3,24.483256,-81.927134,"Lower Keys"
"780","AA1498","CNAT","2024",3,24.483256,-81.927134,"Lower Keys"
"781","AA1498","PSTR","2024",1,24.483256,-81.927134,"Lower Keys"
"782","AA1498","PSTR","2024",1,24.483256,-81.927134,"Lower Keys"
"783","AA1498","PSTR","2024",1,24.483256,-81.927134,"Lower Keys"
"784","AA1498","PSTR","2024",1,24.483256,-81.927134,"Lower Keys"
"785","AA1499","DLAB","2024",2,24.483158,-81.768406,"Lower Keys"
"786","AA1499","DLAB","2024",2,24.483158,-81.768406,"Lower Keys"
"787","AA1500","PSTR","2024",2,24.482888,-81.709318,"Lower Keys"
"788","AA1500","PSTR","2024",2,24.482888,-81.709318,"Lower Keys"
"789","AA1501","PSTR","2024",1,24.482478,-81.700435,"Lower Keys"
"790","AA1501","PSTR","2024",1,24.482478,-81.700435,"Lower Keys"
"791","AA1501","CNAT","2024",1,24.482478,-81.700435,"Lower Keys"
"792","AA1501","CNAT","2024",1,24.482478,-81.700435,"Lower Keys"
"793","AA1502","PSTR","2024",1,24.481758,-81.776173,"Lower Keys"
"794","AA1504","CNAT","2024",1,24.479754,-81.70338,"Lower Keys"
"795","AA1505","DLAB","2024",1,24.478972,-81.894858,"Lower Keys"
"796","AA1505","DLAB","2024",1,24.478972,-81.894858,"Lower Keys"
"797","AA1505","DLAB","2024",1,24.478972,-81.894858,"Lower Keys"
"798","AA1505","PSTR","2024",2,24.478972,-81.894858,"Lower Keys"
"799","AA1505","PSTR","2024",2,24.478972,-81.894858,"Lower Keys"
"800","AA1505","PSTR","2024",2,24.478972,-81.894858,"Lower Keys"
"801","AA1507","DLAB","2024",1,24.47758,-81.72017,"Lower Keys"
"802","AA1508","PSTR","2024",1,24.474301,-81.80104,"Lower Keys"
"803","AA1508","PSTR","2024",1,24.474301,-81.80104,"Lower Keys"
"804","AA1508","PSTR","2024",1,24.474301,-81.80104,"Lower Keys"
"805","AA1508","DLAB","2024",1,24.474301,-81.80104,"Lower Keys"
"806","AA1508","DLAB","2024",1,24.474301,-81.80104,"Lower Keys"
"807","AA1508","DLAB","2024",1,24.474301,-81.80104,"Lower Keys"
"808","AA1508","CNAT","2024",1,24.474301,-81.80104,"Lower Keys"
"809","AA1508","CNAT","2024",1,24.474301,-81.80104,"Lower Keys"
"810","AA1508","CNAT","2024",1,24.474301,-81.80104,"Lower Keys"
"811","AA1512","DLAB","2024",1,24.472153,-81.762643,"Lower Keys"
"812","AA1513","CNAT","2024",1,24.471256,-81.769201,"Lower Keys"
"813","AA1517","PSTR","2024",2,24.459618,-81.845265,"Lower Keys"
"814","AA1517","PSTR","2024",2,24.459618,-81.845265,"Lower Keys"
"815","AA1518","PSTR","2024",1,24.457297,-81.914748,"Lower Keys"
"816","AA1521","CNAT","2024",1,24.453031,-81.88441,"Lower Keys"
"817","AA1521","CNAT","2024",1,24.453031,-81.88441,"Lower Keys"
"818","AA1521","CNAT","2024",1,24.453031,-81.88441,"Lower Keys"
"819","AA1521","PSTR","2024",2,24.453031,-81.88441,"Lower Keys"
"820","AA1521","PSTR","2024",2,24.453031,-81.88441,"Lower Keys"
"821","AA1521","PSTR","2024",2,24.453031,-81.88441,"Lower Keys"
"822","AA1523","PSTR","2024",3,24.447703,-81.913588,"Lower Keys"
"823","AA1523","PSTR","2024",3,24.447703,-81.913588,"Lower Keys"
"824","AA1523","PSTR","2024",3,24.447703,-81.913588,"Lower Keys"
"825","AA1532","PSTR","2024",1,24.68348,-82.894913,"Tortugas--Dry Tortugas NP"
"826","AA1538","PSTR","2024",3,24.590247,-82.890364,"Tortugas--Dry Tortugas NP"
"827","AA1538","PSTR","2024",3,24.590247,-82.890364,"Tortugas--Dry Tortugas NP"
"828","AA1538","PSTR","2024",3,24.590247,-82.890364,"Tortugas--Dry Tortugas NP"
"829","AA1544","PSTR","2024",1,24.582647,-82.908202,"Tortugas--Dry Tortugas NP"
"830","AA1546","CNAT","2024",3,24.595228,-82.912836,"Tortugas--Dry Tortugas NP"
"831","AA1546","CNAT","2024",3,24.595228,-82.912836,"Tortugas--Dry Tortugas NP"
"832","AA1546","CNAT","2024",3,24.595228,-82.912836,"Tortugas--Dry Tortugas NP"
"833","AA1548","PSTR","2024",1,24.571295,-82.91346,"Tortugas--Dry Tortugas NP"
"834","AA1549","PSTR","2024",2,24.687228,-82.8841,"Tortugas--Dry Tortugas NP"
"835","AA1549","PSTR","2024",2,24.687228,-82.8841,"Tortugas--Dry Tortugas NP"
"836","AA1550","DLAB","2024",1,24.682998,-82.897376,"Tortugas--Dry Tortugas NP"
"837","AA1552","PSTR","2024",2,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"838","AA1552","PSTR","2024",2,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"839","AA1552","PSTR","2024",2,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"840","AA1552","PSTR","2024",2,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"841","AA1552","DLAB","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"842","AA1552","DLAB","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"843","AA1552","DLAB","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"844","AA1552","DLAB","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"845","AA1552","CNAT","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"846","AA1552","CNAT","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"847","AA1552","CNAT","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"848","AA1552","CNAT","2024",1,24.596296,-82.961624,"Tortugas--Dry Tortugas NP"
"849","AA1557","PSTR","2024",3,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"850","AA1557","PSTR","2024",3,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"851","AA1557","PSTR","2024",3,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"852","AA1557","PSTR","2024",3,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"853","AA1557","CNAT","2024",1,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"854","AA1557","CNAT","2024",1,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"855","AA1557","CNAT","2024",1,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"856","AA1557","CNAT","2024",1,24.633893,-82.797837,"Tortugas--Dry Tortugas NP"
"857","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"858","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"859","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"860","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"861","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"862","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"863","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"864","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"865","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"866","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"867","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"868","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"869","AA1567","PSTR","2024",12,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"870","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"871","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"872","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"873","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"874","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"875","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"876","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"877","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"878","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"879","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"880","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"881","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"882","AA1567","DLAB","2024",1,24.613608,-82.948627,"Tortugas--Dry Tortugas NP"
"883","AA1569","PSTR","2024",2,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"884","AA1569","PSTR","2024",2,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"885","AA1569","PSTR","2024",2,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"886","AA1569","CNAT","2024",1,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"887","AA1569","CNAT","2024",1,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"888","AA1569","CNAT","2024",1,24.607384,-82.942078,"Tortugas--Dry Tortugas NP"
"889","AA1573","PSTR","2024",2,24.639483,-82.801891,"Tortugas--Dry Tortugas NP"
"890","AA1573","PSTR","2024",2,24.639483,-82.801891,"Tortugas--Dry Tortugas NP"
"891","AA1578","CNAT","2024",2,24.662732,-82.782959,"Tortugas--Dry Tortugas NP"
"892","AA1578","CNAT","2024",2,24.662732,-82.782959,"Tortugas--Dry Tortugas NP"
"893","AA1585","PSTR","2024",3,24.611168,-83.072561,"Tortugas--Tortugas Bank"
"894","AA1585","PSTR","2024",3,24.611168,-83.072561,"Tortugas--Tortugas Bank"
"895","AA1585","PSTR","2024",3,24.611168,-83.072561,"Tortugas--Tortugas Bank"
"896","AA1586","CNAT","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"897","AA1586","CNAT","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"898","AA1586","CNAT","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"899","AA1586","DLAB","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"900","AA1586","DLAB","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"901","AA1586","DLAB","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"902","AA1586","PSTR","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"903","AA1586","PSTR","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"904","AA1586","PSTR","2024",1,24.626169,-83.064908,"Tortugas--Tortugas Bank"
"905","AA1589","CNAT","2024",1,24.606163,-83.075441,"Tortugas--Tortugas Bank"
"906","AA1590","PSTR","2024",1,24.610696,-83.074034,"Tortugas--Tortugas Bank"
"907","AA1591","PSTR","2024",1,24.611121,-83.076016,"Tortugas--Tortugas Bank"
"908","AA1596","CNAT","2024",1,24.654539,-83.069819,"Tortugas--Tortugas Bank"
"909","AA1609","PSTR","2024",1,24.659968,-83.068921,"Tortugas--Tortugas Bank"
"910","AA1609","PSTR","2024",1,24.659968,-83.068921,"Tortugas--Tortugas Bank"
"911","AA1609","DLAB","2024",1,24.659968,-83.068921,"Tortugas--Tortugas Bank"
"912","AA1609","DLAB","2024",1,24.659968,-83.068921,"Tortugas--Tortugas Bank"
"913","AA1613","CNAT","2024",1,24.587816,-82.962585,"Tortugas--Dry Tortugas NP"
"914","AA1613","CNAT","2024",1,24.587816,-82.962585,"Tortugas--Dry Tortugas NP"
"915","AA1613","PSTR","2024",1,24.587816,-82.962585,"Tortugas--Dry Tortugas NP"
"916","AA1613","PSTR","2024",1,24.587816,-82.962585,"Tortugas--Dry Tortugas NP"
"917","AA1614","PSTR","2024",3,24.593796,-82.883192,"Tortugas--Dry Tortugas NP"
"918","AA1614","PSTR","2024",3,24.593796,-82.883192,"Tortugas--Dry Tortugas NP"
"919","AA1614","PSTR","2024",3,24.593796,-82.883192,"Tortugas--Dry Tortugas NP"
"920","AA1620","CNAT","2024",4,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"921","AA1620","CNAT","2024",4,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"922","AA1620","CNAT","2024",4,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"923","AA1620","CNAT","2024",4,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"924","AA1620","CNAT","2024",4,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"925","AA1620","DLAB","2024",1,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"926","AA1620","DLAB","2024",1,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"927","AA1620","DLAB","2024",1,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"928","AA1620","DLAB","2024",1,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"929","AA1620","DLAB","2024",1,24.604784,-82.942112,"Tortugas--Dry Tortugas NP"
"930","AA1621","PSTR","2024",1,24.606252,-82.933248,"Tortugas--Dry Tortugas NP"
"931","AA1631","CNAT","2024",1,24.63547,-82.943572,"Tortugas--Dry Tortugas NP"
"932","AA1632","CNAT","2024",1,24.636097,-82.82061,"Tortugas--Dry Tortugas NP"
"933","AA1644","CNAT","2024",1,24.65718,-82.868336,"Tortugas--Dry Tortugas NP"
"934","AA1647","CNAT","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"935","AA1647","CNAT","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"936","AA1647","CNAT","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"937","AA1647","CNAT","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"938","AA1647","CNAT","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"939","AA1647","PSTR","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"940","AA1647","PSTR","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"941","AA1647","PSTR","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"942","AA1647","PSTR","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"943","AA1647","PSTR","2024",2,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"944","AA1647","DLAB","2024",1,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"945","AA1647","DLAB","2024",1,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"946","AA1647","DLAB","2024",1,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"947","AA1647","DLAB","2024",1,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"948","AA1647","DLAB","2024",1,24.664274,-82.914382,"Tortugas--Dry Tortugas NP"
"949","AA1651","PSTR","2024",3,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"950","AA1651","PSTR","2024",3,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"951","AA1651","PSTR","2024",3,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"952","AA1651","PSTR","2024",3,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"953","AA1651","PSTR","2024",3,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"954","AA1651","CNAT","2024",2,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"955","AA1651","CNAT","2024",2,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"956","AA1651","CNAT","2024",2,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"957","AA1651","CNAT","2024",2,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"958","AA1651","CNAT","2024",2,24.674853,-82.826113,"Tortugas--Dry Tortugas NP"
"959","AA1653","PSTR","2024",3,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"960","AA1653","PSTR","2024",3,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"961","AA1653","PSTR","2024",3,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"962","AA1653","PSTR","2024",3,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"963","AA1653","DLAB","2024",1,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"964","AA1653","DLAB","2024",1,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"965","AA1653","DLAB","2024",1,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"966","AA1653","DLAB","2024",1,24.67839,-82.904717,"Tortugas--Dry Tortugas NP"
"967","AA1654","PSTR","2024",2,24.685276,-82.785256,"Tortugas--Dry Tortugas NP"
"968","AA1654","PSTR","2024",2,24.685276,-82.785256,"Tortugas--Dry Tortugas NP"
"969","AA1655","CNAT","2024",1,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"970","AA1655","CNAT","2024",1,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"971","AA1655","CNAT","2024",1,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"972","AA1655","PSTR","2024",2,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"973","AA1655","PSTR","2024",2,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"974","AA1655","PSTR","2024",2,24.689157,-82.904231,"Tortugas--Dry Tortugas NP"
"975","AA1659","PSTR","2024",3,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"976","AA1659","PSTR","2024",3,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"977","AA1659","PSTR","2024",3,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"978","AA1659","PSTR","2024",3,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"979","AA1659","DLAB","2024",1,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"980","AA1659","DLAB","2024",1,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"981","AA1659","DLAB","2024",1,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"982","AA1659","DLAB","2024",1,24.703648,-82.8724,"Tortugas--Dry Tortugas NP"
"983","AA1662","DLAB","2024",1,24.709875,-82.878017,"Tortugas--Dry Tortugas NP"
"984","AA1664","DLAB","2024",1,24.716328,-82.830671,"Tortugas--Dry Tortugas NP"
"985","AA1665","PSTR","2024",1,24.716835,-82.788671,"Tortugas--Dry Tortugas NP"
"986","AA1668","CNAT","2024",2,24.722743,-82.822857,"Tortugas--Dry Tortugas NP"
"987","AA1668","CNAT","2024",2,24.722743,-82.822857,"Tortugas--Dry Tortugas NP"
"988","AA2037","PSTR","2024",1,26.709826,-80.015045,"South Palm Beach"
"989","AA2048","PSTR","2024",1,26.674639,-80.018364,"South Palm Beach"
"990","AA2053","PSTR","2024",1,26.623661,-80.022617,"South Palm Beach"
"991","AA2053","PSTR","2024",1,26.623661,-80.022617,"South Palm Beach"
"992","AA2053","CNAT","2024",1,26.623661,-80.022617,"South Palm Beach"
"993","AA2053","CNAT","2024",1,26.623661,-80.022617,"South Palm Beach"
"994","AA2056","CNAT","2024",2,26.570777,-80.026664,"South Palm Beach"
"995","AA2056","CNAT","2024",2,26.570777,-80.026664,"South Palm Beach"
"996","AA2056","CNAT","2024",2,26.570777,-80.026664,"South Palm Beach"
"997","AA2056","PSTR","2024",1,26.570777,-80.026664,"South Palm Beach"
"998","AA2056","PSTR","2024",1,26.570777,-80.026664,"South Palm Beach"
"999","AA2056","PSTR","2024",1,26.570777,-80.026664,"South Palm Beach"
"1000","AA2061","DLAB","2024",2,26.506169,-80.033966,"South Palm Beach"
"1001","AA2061","DLAB","2024",2,26.506169,-80.033966,"South Palm Beach"
"1002","AA2098","PSTR","2024",2,26.152846,-80.098598,"Broward-Miami"
"1003","AA2098","PSTR","2024",2,26.152846,-80.098598,"Broward-Miami"
"1004","AA2112","PSTR","2024",2,26.105465,-80.099167,"Broward-Miami"
"1005","AA2112","PSTR","2024",2,26.105465,-80.099167,"Broward-Miami"
"1006","AA2115","PSTR","2024",2,26.077469,-80.098381,"Broward-Miami"
"1007","AA2115","PSTR","2024",2,26.077469,-80.098381,"Broward-Miami"
"1008","AA2218","DLAB","2024",1,25.669734,-80.088518,"Biscayne"
"1009","AA2223","DLAB","2024",1,25.569857,-80.104939,"Biscayne"
"1010","AA2304","PSTR","2024",3,25.254199,-80.217254,"Upper Keys"
"1011","AA2304","PSTR","2024",3,25.254199,-80.217254,"Upper Keys"
"1012","AA2304","PSTR","2024",3,25.254199,-80.217254,"Upper Keys"
"1013","AA2331","PSTR","2024",1,25.155199,-80.259809,"Upper Keys"
"1014","AA2331","PSTR","2024",1,25.155199,-80.259809,"Upper Keys"
"1015","AA2331","DLAB","2024",1,25.155199,-80.259809,"Upper Keys"
"1016","AA2331","DLAB","2024",1,25.155199,-80.259809,"Upper Keys"
"1017","AA2339","CNAT","2024",1,25.122835,-80.301901,"Upper Keys"
"1018","AA2341","DLAB","2024",2,25.121526,-80.296607,"Upper Keys"
"1019","AA2341","DLAB","2024",2,25.121526,-80.296607,"Upper Keys"
"1020","AA2341","DLAB","2024",2,25.121526,-80.296607,"Upper Keys"
"1021","AA2341","DLAB","2024",2,25.121526,-80.296607,"Upper Keys"
"1022","AA2341","DLAB","2024",2,25.121526,-80.296607,"Upper Keys"
"1023","AA2341","CNAT","2024",2,25.121526,-80.296607,"Upper Keys"
"1024","AA2341","CNAT","2024",2,25.121526,-80.296607,"Upper Keys"
"1025","AA2341","CNAT","2024",2,25.121526,-80.296607,"Upper Keys"
"1026","AA2341","CNAT","2024",2,25.121526,-80.296607,"Upper Keys"
"1027","AA2341","CNAT","2024",2,25.121526,-80.296607,"Upper Keys"
"1028","AA2341","PSTR","2024",1,25.121526,-80.296607,"Upper Keys"
"1029","AA2341","PSTR","2024",1,25.121526,-80.296607,"Upper Keys"
"1030","AA2341","PSTR","2024",1,25.121526,-80.296607,"Upper Keys"
"1031","AA2341","PSTR","2024",1,25.121526,-80.296607,"Upper Keys"
"1032","AA2341","PSTR","2024",1,25.121526,-80.296607,"Upper Keys"
"1033","AA2342","DLAB","2024",1,25.119714,-80.299588,"Upper Keys"
"1034","AA2342","DLAB","2024",1,25.119714,-80.299588,"Upper Keys"
"1035","AA2342","PSTR","2024",1,25.119714,-80.299588,"Upper Keys"
"1036","AA2342","PSTR","2024",1,25.119714,-80.299588,"Upper Keys"
"1037","AA2347","DLAB","2024",1,25.101566,-80.303581,"Upper Keys"
"1038","AA2347","DLAB","2024",1,25.101566,-80.303581,"Upper Keys"
"1039","AA2347","PSTR","2024",1,25.101566,-80.303581,"Upper Keys"
"1040","AA2347","PSTR","2024",1,25.101566,-80.303581,"Upper Keys"
"1041","AA2350","DLAB","2024",1,25.084884,-80.308424,"Upper Keys"
"1042","AA2381","CNAT","2024",1,24.89729,-80.548491,"Mid-Upper Keys Transition"
"1043","AA2391","CNAT","2024",2,24.732674,-80.9115,"Middle Keys"
"1044","AA2391","CNAT","2024",2,24.732674,-80.9115,"Middle Keys"
"1045","AA2391","CNAT","2024",2,24.732674,-80.9115,"Middle Keys"
"1046","AA2391","CNAT","2024",2,24.732674,-80.9115,"Middle Keys"
"1047","AA2391","DLAB","2024",2,24.732674,-80.9115,"Middle Keys"
"1048","AA2391","DLAB","2024",2,24.732674,-80.9115,"Middle Keys"
"1049","AA2391","DLAB","2024",2,24.732674,-80.9115,"Middle Keys"
"1050","AA2391","DLAB","2024",2,24.732674,-80.9115,"Middle Keys"
"1051","AA2420","CNAT","2024",4,24.617262,-81.129668,"Middle Keys"
